muertra 1;1mol;muestra 2;2mol;muestra 3;5mol;;6mol;;8mol;incognita;
lambda_1;abs_1;lambda_2;abs_2;lambda_5;abs_5;lambda_6;abs_6;lambda_8;abs_8;lambda_i;abs_i
657.5664;-0.00123;657.5664;0.00069;657.5664;0.00119;657.5664;0.00081;657.5664;0.00065;657.5664;0.00277
658.04819;-0.00099;658.04819;0.00128;658.04819;0.00166;658.04819;0.00116;658.04819;0.00093;658.04819;0.00322
658.53002;-0.00065;658.53002;0.00129;658.53002;0.00188;658.53002;0.00131;658.53002;0.00128;658.53002;0.00342
659.01191;-0.00042;659.01191;0.00124;659.01191;0.00195;659.01191;0.00155;659.01191;0.00149;659.01191;0.00325
659.49383;-0.00059;659.49383;0.00133;659.49383;0.00222;659.49383;0.00169;659.49383;0.00133;659.49383;0.00309
659.97581;-0.00062;659.97581;0.00139;659.97581;0.0024;659.97581;0.00185;659.97581;0.00111;659.97581;0.00334
660.45783;-0.00039;660.45783;0.00143;660.45783;0.00246;660.45783;0.0017;660.45783;0.0008;660.45783;0.00376
660.9399;-0.00046;660.9399;0.00104;660.9399;0.00223;660.9399;0.00136;660.9399;0.0008;660.9399;0.00367
661.42201;-0.00092;661.42201;0.00058;661.42201;0.00141;661.42201;0.00088;661.42201;0.00066;661.42201;0.00325
661.90417;-0.0011;661.90417;0.00006;661.90417;0.00082;661.90417;0.00038;661.90417;0.00038;661.90417;0.00259
662.38638;-0.00128;662.38638;-0.00027;662.38638;0.00058;662.38638;0.00016;662.38638;0.00017;662.38638;0.00227
662.86863;-0.00106;662.86863;-0.00005;662.86863;0.00075;662.86863;0.00022;662.86863;0.00046;662.86863;0.00208
663.35093;-0.00095;663.35093;0.0001;663.35093;0.0008;663.35093;0.00049;663.35093;0.00049;663.35093;0.00221
663.83328;-0.00092;663.83328;0.00043;663.83328;0.00124;663.83328;0.00117;663.83328;0.00085;663.83328;0.00246
664.31567;-0.00063;664.31567;0.00052;664.31567;0.0015;664.31567;0.00151;664.31567;0.00135;664.31567;0.00263
664.79811;-0.00053;664.79811;0.00057;664.79811;0.00141;664.79811;0.00138;664.79811;0.00151;664.79811;0.00286
665.2806;-0.00087;665.2806;0.00039;665.2806;0.00113;665.2806;0.00106;665.2806;0.00127;665.2806;0.00285
665.76313;-0.00114;665.76313;0.00026;665.76313;0.0008;665.76313;0.00038;665.76313;0.00078;665.76313;0.00265
666.24571;-0.001;666.24571;0.00049;666.24571;0.00063;666.24571;0.00028;666.24571;0.00086;666.24571;0.00269
666.72833;-0.00104;666.72833;0.0007;666.72833;0.00048;666.72833;0.0005;666.72833;0.00067;666.72833;0.00263
667.21101;-0.00086;667.21101;0.00098;667.21101;0.00072;667.21101;0.00042;667.21101;0.00073;667.21101;0.00276
667.69373;-0.00097;667.69373;0.00117;667.69373;0.00066;667.69373;0.00053;667.69373;0.00094;667.69373;0.00315
668.17649;-0.00082;668.17649;0.00151;668.17649;0.00117;668.17649;0.00091;668.17649;0.00152;668.17649;0.00352
668.65931;-0.00087;668.65931;0.00126;668.65931;0.00167;668.65931;0.00134;668.65931;0.00184;668.65931;0.00371
669.14217;-0.00094;669.14217;0.00104;669.14217;0.00191;669.14217;0.00142;669.14217;0.00146;669.14217;0.00336
669.62508;-0.0011;669.62508;0.0009;669.62508;0.00194;669.62508;0.00135;669.62508;0.00153;669.62508;0.00304
670.10803;-0.00117;670.10803;0.00079;670.10803;0.0019;670.10803;0.00126;670.10803;0.00127;670.10803;0.00268
670.59103;-0.00083;670.59103;0.00121;670.59103;0.00183;670.59103;0.0011;670.59103;0.00099;670.59103;0.00281
671.07408;-0.0008;671.07408;0.00143;671.07408;0.00182;671.07408;0.00103;671.07408;0.00113;671.07408;0.00299
671.55718;-0.00076;671.55718;0.00164;671.55718;0.00181;671.55718;0.00096;671.55718;0.00127;671.55718;0.00318
672.04032;-0.00081;672.04032;0.00153;672.04032;0.00132;672.04032;0.00043;672.04032;0.00094;672.04032;0.00298
672.52351;-0.00066;672.52351;0.0011;672.52351;0.00137;672.52351;0.00072;672.52351;0.00107;672.52351;0.00324
673.00675;-0.00059;673.00675;0.00098;673.00675;0.00162;673.00675;0.00109;673.00675;0.00127;673.00675;0.00297
673.49003;-0.00077;673.49003;0.00103;673.49003;0.00211;673.49003;0.00177;673.49003;0.00169;673.49003;0.00272
673.97336;-0.00083;673.97336;0.00113;673.97336;0.00211;673.97336;0.002;673.97336;0.00148;673.97336;0.00274
674.45674;-0.00076;674.45674;0.0013;674.45674;0.0021;674.45674;0.00179;674.45674;0.00134;674.45674;0.0029
674.94017;-0.00063;674.94017;0.00118;674.94017;0.00196;674.94017;0.00154;674.94017;0.001;674.94017;0.00311
675.42364;-0.00074;675.42364;0.00106;675.42364;0.0013;675.42364;0.00092;675.42364;0.00031;675.42364;0.00267
675.90717;-0.00107;675.90717;0.00077;675.90717;0.00106;675.90717;0.00072;675.90717;0.00006;675.90717;0.00234
676.39073;-0.00084;676.39073;0.00086;676.39073;0.00104;676.39073;0.001;676.39073;0.00064;676.39073;0.00242
676.87435;-0.00084;676.87435;0.00088;676.87435;0.00092;676.87435;0.00118;676.87435;0.00072;676.87435;0.00258
677.35801;-0.00127;677.35801;0.00041;677.35801;0.00091;677.35801;0.00091;677.35801;0.00031;677.35801;0.00224
677.84172;-0.00159;677.84172;0.00029;677.84172;0.0011;677.84172;0.0007;677.84172;0.00015;677.84172;0.00197
678.32548;-0.00127;678.32548;0.00015;678.32548;0.00115;678.32548;0.00074;678.32548;0.00037;678.32548;0.00214
678.80929;-0.00135;678.80929;-0.00018;678.80929;0.00097;678.80929;0.0007;678.80929;0.00018;678.80929;0.0022
679.29314;-0.00159;679.29314;-0.00025;679.29314;0.00073;679.29314;0.00011;679.29314;0.00001;679.29314;0.00243
679.77704;-0.00158;679.77704;-0.00001;679.77704;0.00071;679.77704;0.00012;679.77704;0.00013;679.77704;0.00268
680.26099;-0.00123;680.26099;0.00046;680.26099;0.00107;680.26099;0.00072;680.26099;0.00062;680.26099;0.00287
680.74499;-0.00072;680.74499;0.00073;680.74499;0.00129;680.74499;0.0007;680.74499;0.00041;680.74499;0.0028
681.22904;-0.00081;681.22904;0.0007;681.22904;0.00128;681.22904;0.00029;681.22904;0.00001;681.22904;0.00274
681.71313;-0.001;681.71313;0.00024;681.71313;0.00125;681.71313;0.00039;681.71313;-0.00012;681.71313;0.00261
682.19727;-0.00085;682.19727;0.00031;682.19727;0.00158;682.19727;0.00071;682.19727;0.00033;682.19727;0.00246
682.68146;-0.00082;682.68146;0.00029;682.68146;0.00191;682.68146;0.0009;682.68146;0.00072;682.68146;0.0023
683.16569;-0.00118;683.16569;-0.00013;683.16569;0.0016;683.16569;0.00059;683.16569;0.00044;683.16569;0.00182
683.64998;-0.00118;683.64998;-0.00051;683.64998;0.00132;683.64998;0.0006;683.64998;0.00009;683.64998;0.00156
684.13431;-0.00137;684.13431;-0.00083;684.13431;0.00084;684.13431;0.00059;684.13431;-0.00004;684.13431;0.0013
684.61869;-0.00132;684.61869;-0.00061;684.61869;0.00067;684.61869;0.00062;684.61869;-0.00012;684.61869;0.00143
685.10312;-0.00131;685.10312;-0.00021;685.10312;0.00094;685.10312;0.00074;685.10312;0.00007;685.10312;0.00185
685.58759;-0.00116;685.58759;-0.00011;685.58759;0.00117;685.58759;0.00068;685.58759;-0.00016;685.58759;0.00231
686.07212;-0.0009;686.07212;-0.00001;686.07212;0.00152;686.07212;0.00063;686.07212;-0.0001;686.07212;0.00246
686.55669;-0.00075;686.55669;0.00013;686.55669;0.00179;686.55669;0.00055;686.55669;0.00016;686.55669;0.00275
687.04131;-0.00067;687.04131;0.00009;687.04131;0.00178;687.04131;0.00043;687.04131;0.00034;687.04131;0.00251
687.52598;-0.00124;687.52598;-0.00029;687.52598;0.00131;687.52598;-0.00025;687.52598;-0.00012;687.52598;0.00184
688.01069;-0.00183;688.01069;-0.00036;688.01069;0.00096;688.01069;-0.00026;688.01069;-0.00025;688.01069;0.0014
688.49546;-0.00203;688.49546;-0.00048;688.49546;0.00062;688.49546;-0.00076;688.49546;-0.00064;688.49546;0.00091
688.98027;-0.00215;688.98027;-0.00017;688.98027;0.00024;688.98027;-0.00098;688.98027;-0.00077;688.98027;0.00093
689.46513;-0.00206;689.46513;-0.00002;689.46513;0.0004;689.46513;-0.00054;689.46513;-0.00054;689.46513;0.00131
689.95004;-0.00179;689.95004;-0.00017;689.95004;0.00086;689.95004;0.00009;689.95004;0.00003;689.95004;0.00157
690.435;-0.0015;690.435;-0.0001;690.435;0.00109;690.435;0.00052;690.435;0.00039;690.435;0.00201
690.92001;-0.00113;690.92001;0.00018;690.92001;0.00088;690.92001;0.00052;690.92001;0.00035;690.92001;0.00233
691.40506;-0.00121;691.40506;0.00042;691.40506;0.00099;691.40506;0.00028;691.40506;0.00026;691.40506;0.00269
691.89017;-0.00154;691.89017;0.00028;691.89017;0.00095;691.89017;-0.00012;691.89017;-0.00028;691.89017;0.00245
692.37532;-0.00215;692.37532;-0.00022;692.37532;0.00062;692.37532;-0.00048;692.37532;-0.00095;692.37532;0.00173
692.86052;-0.00241;692.86052;-0.00025;692.86052;0.00016;692.86052;-0.00081;692.86052;-0.00135;692.86052;0.00119
693.34577;-0.00251;693.34577;-0.00012;693.34577;0.00019;693.34577;-0.00057;693.34577;-0.00093;693.34577;0.00127
693.83107;-0.00281;693.83107;-0.00016;693.83107;-0.00001;693.83107;-0.00067;693.83107;-0.00094;693.83107;0.00109
694.31641;-0.00289;694.31641;0.00004;694.31641;-0.00003;694.31641;-0.00067;694.31641;-0.00069;694.31641;0.00086
694.80181;-0.00262;694.80181;-0.0001;694.80181;0.00023;694.80181;-0.00045;694.80181;-0.00019;694.80181;0.00057
695.28725;-0.00259;695.28725;-0.00065;695.28725;-0.00019;695.28725;-0.00066;695.28725;-0.00029;695.28725;0.00039
695.77274;-0.00254;695.77274;-0.00145;695.77274;-0.0003;695.77274;-0.00101;695.77274;-0.00069;695.77274;0.00036
696.25828;-0.00252;696.25828;-0.00154;696.25828;-0.00015;696.25828;-0.00122;696.25828;-0.00097;696.25828;0.00015
696.74387;-0.00215;696.74387;-0.00093;696.74387;0.00004;696.74387;-0.00126;696.74387;-0.00111;696.74387;0.00008
697.22951;-0.00231;697.22951;-0.00085;697.22951;-0.00008;697.22951;-0.00109;697.22951;-0.00116;697.22951;0.00014
697.7152;-0.00229;697.7152;-0.00074;697.7152;0.00004;697.7152;-0.00058;697.7152;-0.00078;697.7152;0.00023
698.20094;-0.00238;698.20094;-0.00085;698.20094;0.00024;698.20094;-0.00024;698.20094;-0.00042;698.20094;0.00034
698.68672;-0.00212;698.68672;-0.00069;698.68672;0.00037;698.68672;-0.00034;698.68672;-0.00022;698.68672;0.00082
699.17256;-0.00158;699.17256;-0.00049;699.17256;0.00035;699.17256;-0.00036;699.17256;-0.00041;699.17256;0.00121
699.65844;-0.00117;699.65844;-0.00016;699.65844;0.00062;699.65844;0.00019;699.65844;0;699.65844;0.00166
700.14437;-0.00099;700.14437;0.00024;700.14437;0.00081;700.14437;0.00052;700.14437;0.00008;700.14437;0.00179
700.63036;-0.00115;700.63036;0.00021;700.63036;0.00064;700.63036;0.00027;700.63036;-0.00011;700.63036;0.00175
701.11639;-0.00147;701.11639;0.00009;701.11639;0.0004;701.11639;-0.00021;701.11639;-0.00072;701.11639;0.00159
701.60247;-0.00157;701.60247;0.00012;701.60247;0.00012;701.60247;-0.00024;701.60247;-0.00084;701.60247;0.00154
702.0886;-0.0017;702.0886;0.00018;702.0886;0.0001;702.0886;-0.00023;702.0886;-0.00086;702.0886;0.0015
702.57477;-0.00206;702.57477;-0.00009;702.57477;0.00002;702.57477;-0.00045;702.57477;-0.00095;702.57477;0.00131
703.061;-0.00236;703.061;-0.00062;703.061;-0.00015;703.061;-0.00077;703.061;-0.00142;703.061;0.00101
703.54728;-0.00259;703.54728;-0.0011;703.54728;0.00006;703.54728;-0.00083;703.54728;-0.00158;703.54728;0.001
704.0336;-0.00218;704.0336;-0.00104;704.0336;0.0001;704.0336;-0.00073;704.0336;-0.0014;704.0336;0.00124
704.51998;-0.00194;704.51998;-0.00093;704.51998;0.0003;704.51998;-0.00062;704.51998;-0.00113;704.51998;0.00173
705.0064;-0.00182;705.0064;-0.0006;705.0064;0.00053;705.0064;-0.00038;705.0064;-0.00085;705.0064;0.00184
705.49288;-0.00211;705.49288;-0.00051;705.49288;0.00062;705.49288;-0.00023;705.49288;-0.00093;705.49288;0.00181
705.9794;-0.00235;705.9794;-0.00085;705.9794;0.00059;705.9794;-0.00042;705.9794;-0.00123;705.9794;0.00161
706.46597;-0.00264;706.46597;-0.00115;706.46597;0.00037;706.46597;-0.00054;706.46597;-0.00145;706.46597;0.00095
706.9526;-0.00239;706.9526;-0.00092;706.9526;0.00021;706.9526;-0.00052;706.9526;-0.00144;706.9526;0.00093
707.43927;-0.00189;707.43927;-0.0004;707.43927;0.00044;707.43927;-0.00018;707.43927;-0.00113;707.43927;0.00152
707.92599;-0.00132;707.92599;0.00019;707.92599;0.00095;707.92599;0.0003;707.92599;-0.00054;707.92599;0.00183
708.41276;-0.00102;708.41276;0.00031;708.41276;0.00122;708.41276;0.00048;708.41276;-0.00004;708.41276;0.00217
708.89958;-0.00136;708.89958;-0.00004;708.89958;0.00109;708.89958;0.00003;708.89958;-0.00027;708.89958;0.00199
709.38645;-0.00149;709.38645;-0.00023;709.38645;0.00129;709.38645;0.00017;709.38645;-0.00025;709.38645;0.00187
709.87337;-0.00146;709.87337;-0.00021;709.87337;0.00144;709.87337;0.00018;709.87337;-0.00015;709.87337;0.00164
710.36034;-0.00131;710.36034;-0.00008;710.36034;0.00144;710.36034;0.00027;710.36034;0.00009;710.36034;0.00134
710.84736;-0.00118;710.84736;0.00023;710.84736;0.00117;710.84736;0.00002;710.84736;-0.00032;710.84736;0.00109
711.33443;-0.00109;711.33443;0.00002;711.33443;0.00052;711.33443;-0.00047;711.33443;-0.00076;711.33443;0.00091
711.82155;-0.00131;711.82155;-0.00021;711.82155;-0.00006;711.82155;-0.00104;711.82155;-0.00103;711.82155;0.00075
712.30872;-0.00161;712.30872;-0.00017;712.30872;0.00003;712.30872;-0.00094;712.30872;-0.00089;712.30872;0.00078
712.79594;-0.00218;712.79594;-0.00001;712.79594;0.00011;712.79594;-0.00091;712.79594;-0.00091;712.79594;0.00117
713.28321;-0.00196;713.28321;0.00007;713.28321;0.00046;713.28321;-0.00051;713.28321;-0.00064;713.28321;0.00122
713.77053;-0.00169;713.77053;-0.00023;713.77053;0.00064;713.77053;-0.00021;713.77053;-0.00062;713.77053;0.00115
714.2579;-0.0014;714.2579;-0.00011;714.2579;0.00052;714.2579;-0.00021;714.2579;-0.00083;714.2579;0.00127
714.74532;-0.00142;714.74532;0;714.74532;0.00066;714.74532;-0.00047;714.74532;-0.00091;714.74532;0.00138
715.23278;-0.00174;715.23278;-0.00018;715.23278;0.00053;715.23278;-0.00044;715.23278;-0.00084;715.23278;0.00139
715.7203;-0.00214;715.7203;-0.00082;715.7203;0.00029;715.7203;-0.00077;715.7203;-0.00114;715.7203;0.00106
716.20787;-0.00227;716.20787;-0.00134;716.20787;-0.00026;716.20787;-0.00102;716.20787;-0.00154;716.20787;0.00044
716.69549;-0.00203;716.69549;-0.00118;716.69549;-0.00029;716.69549;-0.00075;716.69549;-0.00154;716.69549;0.00043
717.18316;-0.0022;717.18316;-0.00118;717.18316;-0.00022;717.18316;-0.00066;717.18316;-0.00153;717.18316;0.00061
717.67088;-0.00207;717.67088;-0.00088;717.67088;-0.00008;717.67088;-0.00085;717.67088;-0.00156;717.67088;0.00103
718.15865;-0.00229;718.15865;-0.00107;718.15865;0.00003;718.15865;-0.00109;718.15865;-0.00166;718.15865;0.00109
718.64647;-0.00193;718.64647;-0.00109;718.64647;0.00021;718.64647;-0.00086;718.64647;-0.00137;718.64647;0.00116
719.13434;-0.00167;719.13434;-0.00094;719.13434;0.00041;719.13434;-0.00058;719.13434;-0.00109;719.13434;0.00126
719.62226;-0.00149;719.62226;-0.00071;719.62226;0.00098;719.62226;-0.00047;719.62226;-0.00115;719.62226;0.0013
720.11023;-0.00118;720.11023;-0.00067;720.11023;0.00107;720.11023;-0.00027;720.11023;-0.00128;720.11023;0.00129
720.59826;-0.00105;720.59826;-0.00063;720.59826;0.00105;720.59826;-0.00009;720.59826;-0.00129;720.59826;0.00116
721.08633;-0.00069;721.08633;-0.00042;721.08633;0.00098;721.08633;-0.00021;721.08633;-0.00119;721.08633;0.00141
721.57445;-0.00055;721.57445;-0.00059;721.57445;0.00078;721.57445;-0.00032;721.57445;-0.00124;721.57445;0.00153
722.06262;-0.00085;722.06262;-0.00086;722.06262;0.00054;722.06262;-0.00078;722.06262;-0.00162;722.06262;0.00134
722.55085;-0.00102;722.55085;-0.00107;722.55085;0.0006;722.55085;-0.00099;722.55085;-0.0018;722.55085;0.00151
723.03912;-0.00138;723.03912;-0.0013;723.03912;0.00034;723.03912;-0.00094;723.03912;-0.00192;723.03912;0.00134
723.52745;-0.00167;723.52745;-0.00173;723.52745;0.00023;723.52745;-0.00084;723.52745;-0.00186;723.52745;0.00096
724.01582;-0.00165;724.01582;-0.00154;724.01582;0.00038;724.01582;-0.00053;724.01582;-0.00168;724.01582;0.00089
724.50425;-0.00161;724.50425;-0.00128;724.50425;0.00048;724.50425;-0.0002;724.50425;-0.0014;724.50425;0.00086
724.99273;-0.00171;724.99273;-0.00113;724.99273;0.00034;724.99273;-0.00047;724.99273;-0.00156;724.99273;0.00103
725.48125;-0.00196;725.48125;-0.00114;725.48125;0.00018;725.48125;-0.00071;725.48125;-0.00205;725.48125;0.00118
725.96983;-0.00168;725.96983;-0.00083;725.96983;0.00028;725.96983;-0.00058;725.96983;-0.00179;725.96983;0.00146
726.45846;-0.00127;726.45846;-0.00058;726.45846;0.00036;726.45846;-0.00032;726.45846;-0.00145;726.45846;0.00172
726.94714;-0.0014;726.94714;-0.00081;726.94714;0.00021;726.94714;-0.0004;726.94714;-0.0011;726.94714;0.00123
727.43587;-0.00133;727.43587;-0.00083;727.43587;0.00033;727.43587;-0.00039;727.43587;-0.001;727.43587;0.00084
727.92465;-0.00128;727.92465;-0.00069;727.92465;0.00065;727.92465;-0.00027;727.92465;-0.00101;727.92465;0.00098
728.41349;-0.0012;728.41349;-0.00082;728.41349;0.00103;728.41349;-0.00013;728.41349;-0.00133;728.41349;0.00142
728.90237;-0.00128;728.90237;-0.00079;728.90237;0.00096;728.90237;-0.00024;728.90237;-0.00166;728.90237;0.00108
729.3913;-0.00185;729.3913;-0.00135;729.3913;0.00014;729.3913;-0.00089;729.3913;-0.00198;729.3913;0.00042
729.88029;-0.00206;729.88029;-0.00179;729.88029;-0.00044;729.88029;-0.00131;729.88029;-0.00188;729.88029;0.00025
730.36933;-0.00174;730.36933;-0.00168;730.36933;-0.00055;730.36933;-0.00084;730.36933;-0.00145;730.36933;0.00072
730.85842;-0.00114;730.85842;-0.00147;730.85842;-0.00029;730.85842;-0.00062;730.85842;-0.00116;730.85842;0.00125
731.34755;-0.00102;731.34755;-0.00144;731.34755;-0.00027;731.34755;-0.00087;731.34755;-0.00121;731.34755;0.00122
731.83674;-0.00109;731.83674;-0.00126;731.83674;-0.00069;731.83674;-0.00114;731.83674;-0.00161;731.83674;0.00087
732.32599;-0.001;732.32599;-0.00085;732.32599;-0.00069;732.32599;-0.00107;732.32599;-0.00174;732.32599;0.00063
732.81528;-0.0007;732.81528;-0.00049;732.81528;0.00001;732.81528;-0.00047;732.81528;-0.00141;732.81528;0.00107
733.30462;-0.00105;733.30462;-0.00036;733.30462;0.00016;733.30462;-0.00049;733.30462;-0.00148;733.30462;0.00121
733.79402;-0.00126;733.79402;-0.00044;733.79402;0.00027;733.79402;-0.00059;733.79402;-0.00161;733.79402;0.00124
734.28346;-0.00138;734.28346;-0.00064;734.28346;0.00053;734.28346;-0.00056;734.28346;-0.0015;734.28346;0.00122
734.77296;-0.00192;734.77296;-0.00049;734.77296;0.00082;734.77296;-0.00047;734.77296;-0.00142;734.77296;0.00115
735.26251;-0.00219;735.26251;-0.00046;735.26251;0.00084;735.26251;-0.00047;735.26251;-0.00143;735.26251;0.0008
735.75211;-0.00203;735.75211;-0.00032;735.75211;0.00085;735.75211;-0.00052;735.75211;-0.00102;735.75211;0.00083
736.24177;-0.00174;736.24177;-0.00034;736.24177;0.00058;736.24177;-0.00057;736.24177;-0.00121;736.24177;0.00081
736.73147;-0.0019;736.73147;-0.00063;736.73147;0.00037;736.73147;-0.00077;736.73147;-0.00145;736.73147;0.00044
737.22122;-0.0018;737.22122;-0.00059;737.22122;0.0004;737.22122;-0.0006;737.22122;-0.00149;737.22122;0.00061
737.71103;-0.00172;737.71103;-0.00054;737.71103;0.00048;737.71103;-0.0006;737.71103;-0.00133;737.71103;0.0008
738.20089;-0.00147;738.20089;-0.00049;738.20089;0.00072;738.20089;-0.00031;738.20089;-0.00131;738.20089;0.00115
738.6908;-0.00187;738.6908;-0.00071;738.6908;0.00058;738.6908;-0.00021;738.6908;-0.00148;738.6908;0.00115
739.18076;-0.00156;739.18076;-0.00041;739.18076;0.00073;739.18076;-0.00013;739.18076;-0.00131;739.18076;0.00161
739.67077;-0.00107;739.67077;-0.00003;739.67077;0.00083;739.67077;-0.00015;739.67077;-0.00152;739.67077;0.00169
740.16084;-0.00079;740.16084;-0.00004;740.16084;0.00091;740.16084;-0.00024;740.16084;-0.00163;740.16084;0.00151
740.65096;-0.00072;740.65096;-0.00036;740.65096;0.00057;740.65096;-0.00057;740.65096;-0.00186;740.65096;0.00112
741.14113;-0.00053;741.14113;-0.00039;741.14113;0.00031;741.14113;-0.00084;741.14113;-0.00193;741.14113;0.0009
741.63135;-0.00054;741.63135;-0.00034;741.63135;0.00026;741.63135;-0.00075;741.63135;-0.00181;741.63135;0.0005
742.12162;-0.00058;742.12162;-0.00061;742.12162;0.00009;742.12162;-0.00088;742.12162;-0.00163;742.12162;0.00058
742.61194;-0.00104;742.61194;-0.00091;742.61194;-0.00064;742.61194;-0.00114;742.61194;-0.00204;742.61194;0.00028
743.10232;-0.00159;743.10232;-0.00119;743.10232;-0.00114;743.10232;-0.00159;743.10232;-0.00248;743.10232;-0.00006
743.59275;-0.00224;743.59275;-0.0015;743.59275;-0.00138;743.59275;-0.00196;743.59275;-0.00282;743.59275;-0.00034
744.08323;-0.00193;744.08323;-0.0015;744.08323;-0.00081;744.08323;-0.00162;744.08323;-0.00258;744.08323;0.00025
744.57376;-0.00184;744.57376;-0.00161;744.57376;-0.00004;744.57376;-0.00114;744.57376;-0.00232;744.57376;0.00073
745.06434;-0.00154;745.06434;-0.00094;745.06434;0.00017;745.06434;-0.00092;745.06434;-0.00187;745.06434;0.00121
745.55498;-0.00171;745.55498;-0.00062;745.55498;-0.0001;745.55498;-0.00117;745.55498;-0.00185;745.55498;0.00113
746.04567;-0.00174;746.04567;-0.00069;746.04567;-0.00013;746.04567;-0.0013;746.04567;-0.00207;746.04567;0.00066
746.53641;-0.00175;746.53641;-0.00096;746.53641;-0.00034;746.53641;-0.00156;746.53641;-0.00243;746.53641;0.00057
747.0272;-0.00139;747.0272;-0.00079;747.0272;-0.00031;747.0272;-0.00167;747.0272;-0.00233;747.0272;0.00062
747.51805;-0.00141;747.51805;-0.00089;747.51805;-0.00047;747.51805;-0.00158;747.51805;-0.0025;747.51805;0.00068
748.00894;-0.00137;748.00894;-0.00084;748.00894;-0.00056;748.00894;-0.0015;748.00894;-0.00233;748.00894;0.00088
748.49989;-0.00129;748.49989;-0.00055;748.49989;-0.0005;748.49989;-0.00147;748.49989;-0.00249;748.49989;0.00086
748.9909;-0.00132;748.9909;-0.00054;748.9909;-0.0004;748.9909;-0.00164;748.9909;-0.00291;748.9909;0.00081
749.48195;-0.00162;749.48195;-0.00067;749.48195;-0.00039;749.48195;-0.00157;749.48195;-0.003;749.48195;0.00021
749.97306;-0.00181;749.97306;-0.00082;749.97306;-0.00035;749.97306;-0.00139;749.97306;-0.00296;749.97306;0.00003
750.46422;-0.00195;750.46422;-0.00117;750.46422;-0.00035;750.46422;-0.00133;750.46422;-0.00305;750.46422;-0.00014
750.95543;-0.002;750.95543;-0.00104;750.95543;-0.00029;750.95543;-0.00098;750.95543;-0.00285;750.95543;-0.00068
751.44669;-0.00166;751.44669;-0.00062;751.44669;0.00029;751.44669;-0.0006;751.44669;-0.00239;751.44669;-0.00036
751.93801;-0.00141;751.93801;-0.00065;751.93801;0.00048;751.93801;-0.00029;751.93801;-0.002;751.93801;-0.00001
752.42938;-0.00124;752.42938;-0.00117;752.42938;0.00024;752.42938;-0.00039;752.42938;-0.00202;752.42938;0.00001
752.9208;-0.00131;752.9208;-0.00152;752.9208;0.00032;752.9208;-0.00031;752.9208;-0.00187;752.9208;-0.00005
753.41227;-0.00184;753.41227;-0.00158;753.41227;0.00031;753.41227;-0.00035;753.41227;-0.00188;753.41227;-0.00025
753.9038;-0.00212;753.9038;-0.0017;753.9038;0.00015;753.9038;-0.00043;753.9038;-0.00193;753.9038;-0.00026
754.39538;-0.00224;754.39538;-0.0015;754.39538;-0.00012;754.39538;-0.00041;754.39538;-0.00212;754.39538;-0.00025
754.88701;-0.00227;754.88701;-0.00139;754.88701;-0.00029;754.88701;-0.00066;754.88701;-0.00234;754.88701;-0.00063
755.3787;-0.00188;755.3787;-0.00098;755.3787;0.0001;755.3787;-0.00053;755.3787;-0.00204;755.3787;-0.0002
755.87044;-0.0019;755.87044;-0.00103;755.87044;0.00023;755.87044;-0.00038;755.87044;-0.00184;755.87044;0.00034
756.36223;-0.00192;756.36223;-0.00083;756.36223;0.00001;756.36223;-0.0006;756.36223;-0.00193;756.36223;0.00048
756.85407;-0.00182;756.85407;-0.00081;756.85407;0.00001;756.85407;-0.00096;756.85407;-0.00222;756.85407;0.00041
757.34597;-0.00179;757.34597;-0.00108;757.34597;-0.00001;757.34597;-0.00118;757.34597;-0.00247;757.34597;0.00057
757.83791;-0.00183;757.83791;-0.00136;757.83791;-0.00025;757.83791;-0.00156;757.83791;-0.00261;757.83791;0.00059
758.32992;-0.00166;758.32992;-0.00106;758.32992;-0.00031;758.32992;-0.00146;758.32992;-0.00251;758.32992;0.00088
758.82197;-0.00153;758.82197;-0.00093;758.82197;-0.00018;758.82197;-0.00115;758.82197;-0.00248;758.82197;0.00096
759.31408;-0.00169;759.31408;-0.00089;759.31408;-0.00041;759.31408;-0.00139;759.31408;-0.00269;759.31408;0.00056
759.80624;-0.00198;759.80624;-0.00145;759.80624;-0.0003;759.80624;-0.00142;759.80624;-0.00283;759.80624;-0.00004
760.29846;-0.00195;760.29846;-0.00159;760.29846;-0.00036;760.29846;-0.00095;760.29846;-0.00253;760.29846;-0.00018
760.79072;-0.00222;760.79072;-0.00146;760.79072;-0.00053;760.79072;-0.00092;760.79072;-0.00244;760.79072;-0.00031
761.28304;-0.00238;761.28304;-0.00141;761.28304;-0.00064;761.28304;-0.00125;761.28304;-0.00224;761.28304;-0.00052
761.77542;-0.00183;761.77542;-0.00113;761.77542;-0.00025;761.77542;-0.00117;761.77542;-0.00188;761.77542;-0.00038
762.26784;-0.00126;762.26784;-0.00068;762.26784;0.0002;762.26784;-0.00073;762.26784;-0.00146;762.26784;-0.00012
762.76033;-0.00109;762.76033;-0.00021;762.76033;0.00039;762.76033;-0.00061;762.76033;-0.00147;762.76033;0.00016
763.25286;-0.00104;763.25286;-0.00004;763.25286;0.00076;763.25286;-0.00072;763.25286;-0.0016;763.25286;0.00029
763.74545;-0.00135;763.74545;-0.00061;763.74545;0.00092;763.74545;-0.00059;763.74545;-0.00171;763.74545;0.00027
